83
29	0.07569730371177416
103	0.06425710007482073
289	0.08814407329266348
367	0.0347508589189636
478	0.053285336611642045
481	0.05281184376549761
579	0.055425976516329946
627	0.08189409214232125
630	0.2063439705634027
660	0.15654803995494432
1102	0.0708241233057358
1158	0.06864993978410387
1515	0.04711078965576813
1700	0.42967365223193327
1897	0.09238494481577833
1938	0.0428657224774957
2009	0.09126854866197193
2021	0.12235678382635504
2059	0.04355300889256375
2246	0.04790132718590254
2548	0.025573844254040353
2626	0.05809700921100243
2687	0.06001622855170588
2763	0.055425976516329946
2812	0.05754388594170253
3122	0.0935434789458825
3274	0.065891574140306
3661	0.048850111654461535
3784	0.06971778696224808
4029	0.10092202484976737
4375	0.15983427025631716
4561	0.1148213720852626
4686	0.07377808437107072
4797	0.1114692256285028
4986	0.04046966546436749
5127	0.06686618015328338
5180	0.17228103983720647
5292	0.05923408405263204
5361	0.08398316407293548
5407	0.04197264099150478
5454	0.0966468780967779
5683	0.0703775532589464
6063	0.04546475561616294
6163	0.05942775984279266
6648	0.04968736839618915
6714	0.064715280385227
6849	0.09182167193127182
6947	0.10569649019977452
7237	0.017909317205453933
7383	0.29477500135085566
7454	0.024310393874523193
7740	0.09295874677290143
7877	0.07440458593068659
7918	0.1332392249499071
7933	0.42967365223193327
8057	0.04968736839618915
8173	0.05682155824067069
8291	0.02102661606721066
8411	0.07636466718878827
8790	0.1347306753403837
8804	0.06021491863637499
8859	0.03691228006092346
8911	0.030837129790626912
8945	0.10569649019977452
8992	0.12972525355844627
9278	0.002970672897700944
9309	0.01882725137271043
9310	0.024977699588700414
9313	0.04583685121338196
9539	0.057727155207921654
9972	0.050987692667122324
10235	0.09937734451943087
10285	0.03827886428049637
10385	0.05611583725408916
10784	0.06812963053280055
10865	0.07226558580650241
11598	0.04816942942205184
11914	0.08149281177575508
11918	0.05040296049414126
12015	0.21483682611596663
12020	0.05754388594170253
12051	0.062489848920285584
12223	0.04659485295783917
